state_id,variant_type,variant_id,j_star_C,margin_C,R_manifold,agrees_with_original
bloodmnist_seed49_after,theta_eps0.01,4,37,0.029208979218912023,0.3194049250819621,False
bloodmnist_seed50_before,x_ref,1,171,0.072606818097872,0.2681576384085306,False
bloodmnist_seed50_before,x_ref,2,156,0.00813050468505333,0.2776499182566231,False
bloodmnist_seed50_before,x_ref,3,135,0.15176691869270537,0.3459509611966579,False
bloodmnist_seed50_before,x_ref,4,123,0.040340611195009035,0.3310709211847756,False
bloodmnist_seed50_before,theta_eps0.001,0,90,0.05856342455768265,0.2918673276123095,True
bloodmnist_seed50_before,theta_eps0.001,1,90,0.05909573381608657,0.2903470812750029,True
bloodmnist_seed50_before,theta_eps0.001,2,90,0.06080670551399625,0.2915796116260284,True
bloodmnist_seed50_before,theta_eps0.001,3,90,0.05729781817626106,0.2897160950686717,True
bloodmnist_seed50_before,theta_eps0.001,4,90,0.05833066283989602,0.2907691958364468,True
bloodmnist_seed50_before,theta_eps0.01,0,90,0.050752014051403116,0.2996129695482645,True
bloodmnist_seed50_before,theta_eps0.01,1,90,0.04061617298838299,0.2851208126646999,True
bloodmnist_seed50_before,theta_eps0.01,2,90,0.060014932338351756,0.2981731920152806,True
bloodmnist_seed50_before,theta_eps0.01,3,90,0.03199057738717087,0.2769296525920795,True
bloodmnist_seed50_before,theta_eps0.01,4,90,0.05027533401533085,0.28938160298421595,True
bloodmnist_seed50_after,x_ref,1,77,0.01804796681680565,0.29563868412357663,False
bloodmnist_seed50_after,x_ref,2,185,0.1687243781320149,0.30006244017873174,False
bloodmnist_seed50_after,x_ref,3,4,0.3452330798218494,0.2479604261285822,False
bloodmnist_seed50_after,x_ref,4,116,0.18400408124572232,0.36710403203298086,False
bloodmnist_seed50_after,theta_eps0.001,0,95,0.016806603515585827,0.2838871453053916,True
bloodmnist_seed50_after,theta_eps0.001,1,95,0.016501988255419653,0.2821374870109039,True
bloodmnist_seed50_after,theta_eps0.001,2,95,0.014606252769138073,0.2802160212484738,True
bloodmnist_seed50_after,theta_eps0.001,3,95,0.014478613656898731,0.28206215840150656,True
bloodmnist_seed50_after,theta_eps0.001,4,95,0.017406794404530135,0.2813098831204045,True
bloodmnist_seed50_after,theta_eps0.01,0,95,0.029445291526750794,0.29972605419849213,True
bloodmnist_seed50_after,theta_eps0.01,1,95,0.034008826117923024,0.2851680520960827,True
bloodmnist_seed50_after,theta_eps0.01,2,95,0.015128770769691213,0.26619379514067215,True
bloodmnist_seed50_after,theta_eps0.01,3,95,0.013463146259205472,0.28532073395440233,True
bloodmnist_seed50_after,theta_eps0.01,4,95,0.04052825530286741,0.27702370226961526,True
bloodmnist_seed51_before,x_ref,1,213,0.1805648243294043,0.3218715178121135,False
bloodmnist_seed51_before,x_ref,2,178,0.0780408711283272,0.32208398148678713,False
bloodmnist_seed51_before,x_ref,3,57,0.022923610452626697,0.3729505389122947,False
bloodmnist_seed51_before,x_ref,4,40,0.05541480759171902,0.31328686022111957,False
bloodmnist_seed51_before,theta_eps0.001,0,194,0.008919549544147254,0.2040186592722391,True
bloodmnist_seed51_before,theta_eps0.001,1,194,0.010206942890347376,0.20355852523599782,True
bloodmnist_seed51_before,theta_eps0.001,2,194,0.010948115800342162,0.20391495490637504,True
bloodmnist_seed51_before,theta_eps0.001,3,194,0.010282617372938119,0.20399717050152166,True
bloodmnist_seed51_before,theta_eps0.001,4,194,0.008638622395993806,0.20412375964026944,True
bloodmnist_seed51_before,theta_eps0.01,0,194,0.009360722794276521,0.20745894642485782,True
bloodmnist_seed51_before,theta_eps0.01,1,194,0.0140628718507059,0.20204790747768975,True
bloodmnist_seed51_before,theta_eps0.01,2,194,0.028144573653808902,0.20572624009244364,True
bloodmnist_seed51_before,theta_eps0.01,3,194,0.021406460029912616,0.20729205035844342,True
bloodmnist_seed51_before,theta_eps0.01,4,194,0.004844573094520632,0.20820396731104154,True
bloodmnist_seed51_after,x_ref,1,13,0.1537103661846213,0.3514854182374198,False
bloodmnist_seed51_after,x_ref,2,87,0.07631678015561832,0.2741495834418082,False
bloodmnist_seed51_after,x_ref,3,1,0.05559081822043205,0.3658898385245749,False
bloodmnist_seed51_after,x_ref,4,238,0.037971199489318985,0.2402290326089088,False
bloodmnist_seed51_after,theta_eps0.001,0,219,0.043092437961512964,0.2653915899412131,True
bloodmnist_seed51_after,theta_eps0.001,1,219,0.04186496816429658,0.2648676381003766,True
bloodmnist_seed51_after,theta_eps0.001,2,219,0.04241441656157871,0.2660424867384851,True
bloodmnist_seed51_after,theta_eps0.001,3,219,0.04369142283715874,0.26573769072220776,True
bloodmnist_seed51_after,theta_eps0.001,4,219,0.042906183147420285,0.2659889153363294,True
bloodmnist_seed51_after,theta_eps0.01,0,219,0.045727344020573935,0.26354133611419495,True
bloodmnist_seed51_after,theta_eps0.01,1,219,0.03386343278473902,0.2574120185151879,True
bloodmnist_seed51_after,theta_eps0.01,2,219,0.03743607460902004,0.270353494813871,True
bloodmnist_seed51_after,theta_eps0.01,3,219,0.05097515550996756,0.2667974816695503,True
bloodmnist_seed51_after,theta_eps0.01,4,219,0.04347136309080582,0.26916366496599237,True
